iter	Logloss
118	0.5193818013
119	0.5190474392
120	0.5188456736
121	0.51864797
122	0.5183967142
123	0.5179963733
124	0.5175924619
125	0.51746329
126	0.5171846241
127	0.5169189354
128	0.5165969048
129	0.5161774679
130	0.5158389284
131	0.5155888696
132	0.5153389608
133	0.51506925
134	0.5148877058
135	0.5145901151
136	0.5143310011
137	0.5141060836
138	0.5138085177
139	0.5135766376
140	0.5133685791
141	0.5130928529
142	0.5129014085
143	0.5127310452
144	0.5124431957
145	0.5120852957
146	0.5118694703
147	0.511668987
148	0.5114562631
149	0.5111227999
150	0.5108727888
151	0.5107162468
152	0.5104426749
153	0.5103449461
154	0.5100629849
155	0.5097255961
156	0.5094412258
157	0.5092561924
158	0.5090186741
159	0.5086996309
160	0.5083765282
161	0.5080818692
162	0.5076587646
163	0.5074832766
164	0.5071399453
165	0.5068577537
166	0.5064532893
167	0.5063087292
168	0.5060112827
169	0.5056933713
170	0.5055775112
171	0.505459851
172	0.5052105563
173	0.5050047358
174	0.5046453444
175	0.5044429801
176	0.5042355371
177	0.5039700448
178	0.5037734147
179	0.5035656484
180	0.5033437723
181	0.5031948167
182	0.5030424851
183	0.5026844257
184	0.5023899252
185	0.5021846009
186	0.5020659466
187	0.5018209179
188	0.5016435589
189	0.5015969333
190	0.5013192948
191	0.501126176
192	0.5008522955
193	0.5005730027
194	0.500249403
195	0.4999788719
196	0.4997757449
197	0.4994955107
198	0.4993496792
199	0.4990841234
200	0.4989344332
201	0.4986621758
202	0.4983401975
203	0.4980416781
204	0.4978944238
205	0.4977304634
206	0.4976094726
207	0.4974514739
208	0.4972620036
209	0.4970804133
210	0.4968439694
211	0.4966266077
212	0.4963354981
213	0.4962297452
214	0.4960303818
215	0.4958282747
216	0.4956223564
217	0.4954415169
218	0.4952143677
219	0.4949462239
220	0.4947482803
221	0.4946027012
222	0.494404405
223	0.4941828424
224	0.4940334507
225	0.493624382
226	0.4934463964
227	0.493293003
228	0.4931979732
229	0.4928915339
230	0.4926704696
231	0.4925194103
232	0.4923346168
233	0.4921947844
234	0.4920248259
235	0.4918839222
236	0.4917242765
237	0.4914530358
238	0.4913325503
239	0.4911172836
240	0.4908336501
241	0.4905266512
242	0.490345711
243	0.4900811275
244	0.4897451768
245	0.4894395488
246	0.4892368829
247	0.4890497054
248	0.4889052929
249	0.4888120361
250	0.4884979183
251	0.4882328153
252	0.4880495446
253	0.4876954052
254	0.487390804
255	0.4870929012
256	0.4867716316
257	0.4866019779
258	0.4864182042
259	0.4863202206
260	0.4861257231
261	0.4859251763
262	0.4857174234
263	0.4854797072
264	0.4853192995
265	0.4849883252
266	0.4848905979
267	0.4846886423
268	0.4843857626
269	0.4842325744
270	0.4840037466
271	0.483869701
272	0.483594403
273	0.4834399437
274	0.4833269257
275	0.4830816789
276	0.4828656003
277	0.4825685171
278	0.4824660151
279	0.4821911085
280	0.4820091196
281	0.4816629588
282	0.4814127819
283	0.4812219464
284	0.481037006
285	0.4807440356
286	0.4805715374
287	0.4802706253
288	0.4801294183
289	0.4799727693
290	0.4797092335
291	0.4795553211
292	0.4793853366
293	0.4792479885
294	0.4790317583
295	0.4788432609
296	0.4786129648
297	0.4784949706
298	0.4781163032
299	0.477875538
300	0.4776018156
301	0.4773743099
302	0.4771886092
303	0.4768946652
304	0.4767664098
305	0.4765966515
306	0.4763004708
307	0.4760366984
308	0.4757843047
309	0.4755300876
310	0.4752477231
311	0.4749494117
312	0.4747949029
313	0.4745200044
314	0.4743099226
315	0.4739802706
316	0.4737688635
317	0.4736513256
318	0.4733331038
319	0.4731276435
320	0.4729086213
321	0.4727151482
322	0.4724831736
323	0.4722510526
324	0.4720335535
325	0.4717308445
326	0.4715201452
327	0.4713152405
328	0.4710550769
329	0.4708177648
330	0.4706395816
331	0.4705155452
332	0.4703123691
333	0.4700836444
334	0.4698586824
335	0.4696879158
336	0.4694854343
337	0.4693125274
338	0.4691825976
339	0.4690417962
340	0.4687874293
341	0.4685817751
342	0.468342283
343	0.4681074113
344	0.4678994098
345	0.4677266077
346	0.4676080033
347	0.4673734887
348	0.4671746254
349	0.4668088399
350	0.4666677352
351	0.4664417011
352	0.4661635016
353	0.4658976388
354	0.4657539938
355	0.4654615791
356	0.4651722582
357	0.4650227211
358	0.4648516474
359	0.4646221608
360	0.4644445245
361	0.4642333714
362	0.4639962695
363	0.4637215201
364	0.4635018353
365	0.4633160845
366	0.4630508381
367	0.4627335244
368	0.4625000759
369	0.4621960778
370	0.4619849284
371	0.461667867
372	0.4614656067
373	0.4611754732
374	0.4609054467
375	0.4607052768
376	0.4604378909
377	0.4601565485
378	0.4599568278
379	0.4596900579
380	0.4595125842
381	0.4592212315
382	0.4589383104
383	0.4586925667
384	0.4584921246
385	0.4581839175
386	0.4578783935
387	0.4577206238
388	0.4575969408
389	0.457334571
390	0.4571817306
391	0.4570006505
392	0.4567631345
393	0.4566091276
394	0.4564262183
395	0.4561809341
396	0.4558817605
397	0.4556237271
398	0.4553506586
399	0.4551595722
400	0.4550400026
401	0.4548212842
402	0.4545807738
403	0.4543387921
404	0.454153242
405	0.4540344845
406	0.4537889478
407	0.4535866859
408	0.4534340995
409	0.4532505315
410	0.4529725697
411	0.4527824508
412	0.452617878
413	0.4524186629
414	0.4521305602
415	0.4520292772
416	0.4517676349
417	0.4514964893
418	0.4512541018
419	0.4511110663
420	0.4508183025
421	0.4505954713
422	0.4503690792
423	0.4502406723
424	0.4499375394
425	0.4496076827
426	0.4494380287
427	0.4491574396
428	0.4489536508
429	0.4487326468
430	0.4484888384
431	0.4481693966
432	0.4479748538
433	0.4477027035
434	0.4474840352
435	0.4473064592
436	0.4470942377
437	0.4468673955
438	0.4466934783
439	0.4465276871
440	0.4462410074
441	0.4461173165
442	0.4458412044
443	0.4455825653
444	0.4454253598
445	0.4451621439
446	0.4449052285
447	0.4446407965
448	0.4444630243
449	0.4443156205
450	0.4441805082
451	0.4439445153
452	0.4437794353
453	0.4435466909
454	0.4433281796
455	0.4431259225
456	0.4429363606
457	0.4427114953
458	0.442524317
459	0.4422543484
460	0.4419744244
461	0.4417203519
462	0.4415650751
463	0.4413516068
464	0.4411548329
465	0.4409556686
466	0.440849
467	0.4406342943
468	0.4403571656
469	0.4400998439
470	0.4397889879
471	0.4395780965
472	0.4394487748
473	0.4393257902
474	0.4390355144
475	0.4388302065
476	0.4386169214
477	0.4384789169
478	0.4383293799
479	0.4382271827
480	0.4381073593
481	0.4379510173
482	0.4377763356
483	0.4376418813
484	0.4374512527
485	0.4372992767
486	0.4371147434
487	0.4369092761
488	0.436732258
489	0.4365498572
490	0.436323516
491	0.436139386
492	0.4359063953
493	0.4356162615
494	0.4354554469
495	0.4352234205
496	0.4350596588
497	0.4348017716
498	0.4345630391
499	0.4343587969
500	0.4342331337
501	0.4339977552
502	0.4337093725
503	0.4335144724
504	0.4332998345
505	0.4331156053
506	0.4329405657
507	0.4327064554
508	0.432447764
509	0.4321867821
510	0.432018452
511	0.4318314805
512	0.4315990981
513	0.4313873884
514	0.4312553245
515	0.4311138628
516	0.430891904
517	0.4306919785
518	0.4304657936
519	0.4302626697
520	0.4301412718
521	0.4299078787
522	0.4296895158
523	0.4294995492
524	0.4292610206
525	0.4290533793
526	0.4288520834
527	0.4286773525
528	0.4285483369
529	0.42832337
530	0.4281304044
531	0.4279310877
532	0.4277356844
533	0.4275867578
534	0.4274259937
535	0.4272961646
536	0.4270514406
537	0.4267837063
538	0.4265503165
539	0.4263441497
540	0.4261697705
541	0.4259458657
542	0.4258024628
543	0.4256704226
544	0.4254174485
545	0.4252491156
546	0.4250420306
547	0.4249010268
548	0.4248055305
549	0.4246278512
550	0.4243194819
551	0.4239990132
552	0.4237967521
553	0.4236620222
554	0.4233695312
555	0.4231367217
556	0.422915032
557	0.4227005811
558	0.4224242116
559	0.4221942673
560	0.4219846464
561	0.4217780687
562	0.4215590448
563	0.4213025136
564	0.4209851442
565	0.4207967768
566	0.4205196155
567	0.420361672
568	0.4201875453
569	0.4199838087
570	0.4197910716
571	0.4195413452
572	0.419439097
573	0.4191818263
574	0.4190241139
575	0.4188097122
576	0.4185463984
577	0.4183753508
578	0.4182254885
579	0.4181363968
580	0.4180078622
581	0.4177613154
582	0.4175612399
583	0.4172781149
584	0.417052311
585	0.4169207556
586	0.4167881846
587	0.4166989645
588	0.4165245382
589	0.416343406
590	0.4161562552
591	0.4158840263
592	0.4157318489
593	0.4155465037
594	0.4153772332
595	0.4152317341
596	0.4150984511
597	0.4149329654
598	0.4147730818
599	0.4145574604
600	0.414424279
601	0.4142442654
602	0.4141540047
603	0.4138993999
604	0.4137829788
605	0.4137385595
606	0.413526927
607	0.4133207264
608	0.4131384534
609	0.4129695884
610	0.4127843154
611	0.4125500787
612	0.4123601591
613	0.4121982275
614	0.4120011721
615	0.4117762823
616	0.4115029162
617	0.4113450735
618	0.4111617878
619	0.4109368265
620	0.4108084204
621	0.4106190863
622	0.4103534504
623	0.4101440529
624	0.4099712776
625	0.4096872901
626	0.4095028583
627	0.4093337132
628	0.4091159099
629	0.4088671211
630	0.4087115917
631	0.4085168735
632	0.4083788159
633	0.4082986887
634	0.4081990819
635	0.4080302685
636	0.4079159062
637	0.4077252775
638	0.4075712722
639	0.4074723529
640	0.4074379655
641	0.4073277181
642	0.4071100269
643	0.4069168762
644	0.4066551347
645	0.4064147536
646	0.4062949055
647	0.406137189
648	0.4059352843
649	0.405709408
650	0.4055276422
651	0.4052361872
652	0.4051254297
653	0.4049753323
654	0.4047972998
655	0.4045034122
656	0.4043699004
657	0.40422783
658	0.4040914231
659	0.4039048073
660	0.4037570219
661	0.4035857935
662	0.4034850956
663	0.4033654743
664	0.4032742487
665	0.4030831114
666	0.4028513137
667	0.4027510466
668	0.4025711913
669	0.4024340232
670	0.4023388356
671	0.4021537904
672	0.4019285442
673	0.4016962679
674	0.4014879624
675	0.4012232748
676	0.4010955791
677	0.401014563
678	0.4008073502
679	0.4005612032
680	0.4003343104
681	0.4001482277
682	0.4000073503
683	0.3997817486
684	0.3996058749
685	0.3994799569
686	0.3993674478
687	0.3992176574
688	0.3990534395
689	0.3988836872
690	0.3987732099
691	0.3986189489
692	0.3984538696
693	0.3982453363
694	0.3980474436
695	0.3978796722
696	0.3977414106
697	0.3976108101
698	0.3974821494
699	0.3972947208
700	0.3970995709
701	0.3969384267
702	0.3967589498
703	0.3965049807
704	0.396336523
705	0.3961771572
706	0.3959406657
707	0.3957073172
708	0.3956206597
709	0.3954736139
710	0.3953868065
711	0.3952467425
712	0.3950388178
713	0.3948334075
714	0.3947264873
715	0.3945115055
716	0.3943272517
717	0.3940947157
718	0.3940085185
719	0.3939375081
720	0.3936484903
721	0.3934446824
722	0.3932847324
723	0.3931471065
724	0.3929872505
725	0.3928220689
726	0.3926262577
727	0.3924980025
728	0.3923401098
729	0.3921542306
730	0.392107755
731	0.3918504295
732	0.3916602865
733	0.3916316635
734	0.391464313
735	0.3912908513
736	0.3911817715
737	0.3909912191
738	0.3907835731
739	0.3906706845
740	0.3904363447
741	0.3902694123
742	0.3901638127
743	0.3900934372
744	0.3899229244
745	0.3897853749
746	0.3896027716
747	0.3893904567
748	0.3892037385
749	0.3889841589
750	0.3889029142
751	0.3887302651
752	0.3886587474
753	0.3885562963
754	0.3883937812
755	0.3882291362
756	0.3880066086
757	0.3878907485
758	0.3877167534
759	0.3875486005
760	0.3874352292
761	0.3872340952
762	0.3871427417
763	0.3869879497
764	0.3868291935
765	0.386612888
766	0.38647765
767	0.3863189947
768	0.3861492164
769	0.38598858
770	0.3858265985
771	0.3855908151
772	0.3854370366
773	0.3853489855
774	0.3852523946
775	0.3850491939
776	0.3848727877
777	0.3847029387
778	0.384535396
779	0.3844040454
780	0.3842892697
781	0.3840873894
782	0.3839382587
783	0.3837109554
784	0.3835297994
785	0.3833065094
786	0.3831104436
787	0.3829861758
788	0.38279969
789	0.3826441823
790	0.3825055643
791	0.3823537669
792	0.3822253854
793	0.3820976629
794	0.3819039111
795	0.3817246343
796	0.381527909
797	0.3814020672
798	0.3812900383
799	0.38119828
800	0.3810747716
801	0.3808908724
802	0.3807773491
803	0.3806507978
804	0.3804857693
805	0.380227508
806	0.380012396
807	0.3798355826
808	0.3796578042
809	0.3795971055
810	0.3794098794
811	0.3791480371
812	0.3789791483
813	0.3788747162
814	0.378691198
815	0.3785237809
816	0.378354842
817	0.3780552274
818	0.377852713
819	0.3776611694
820	0.3775463493
821	0.3774649782
822	0.3772830317
823	0.3770493298
824	0.3767800155
825	0.3766335768
826	0.3764394934
827	0.3762036219
828	0.3761049041
829	0.3759262621
830	0.3757349711
831	0.3755468559
832	0.3753472616
833	0.3752819414
834	0.3751438068
835	0.3750075023
836	0.3748876541
837	0.3747305741
838	0.3746109554
839	0.3745168067
840	0.3743868507
841	0.3742344421
842	0.3741066075
843	0.3739661117
844	0.3738633319
845	0.3736958386
846	0.3734923592
847	0.3734280288
848	0.3732574362
849	0.3729974199
850	0.3728161375
851	0.3725994525
852	0.3723858645
853	0.3722678196
854	0.3721221944
855	0.371954981
856	0.3718116407
857	0.3716480337
858	0.3715064706
859	0.371298115
860	0.3710469673
861	0.3709199073
862	0.3707237161
863	0.3705215865
864	0.370346855
865	0.3701637431
866	0.3699705988
867	0.3698382299
868	0.369753428
869	0.3696733985
870	0.3695391273
871	0.3693758759
872	0.3691833164
873	0.3690710612
874	0.3689624132
875	0.3687819426
876	0.368709917
877	0.3685180185
878	0.3682746151
879	0.3681096629
880	0.368032354
881	0.3679558839
882	0.3678277309
883	0.3676632098
884	0.3675997688
885	0.3674978249
886	0.3673582427
887	0.3671818102
888	0.366959842
889	0.3667300172
890	0.3666473002
891	0.3664840226
892	0.3663187396
893	0.3661447198
894	0.3659857611
895	0.3658760457
896	0.3657923882
897	0.3656557805
898	0.3655211261
899	0.3654217994
900	0.3653132785
901	0.3651685668
902	0.3650249726
903	0.3648813776
904	0.3647155117
905	0.3645335167
906	0.3643507619
907	0.364196732
908	0.3640051892
909	0.3638040708
910	0.3635898464
911	0.3635135556
912	0.3634873458
913	0.3633368453
914	0.3632259624
915	0.36301946
916	0.3629276247
917	0.3627671416
918	0.3625527923
919	0.3624402839
920	0.3622746452
921	0.362201045
922	0.3620693364
923	0.361909335
924	0.3617370432
925	0.3615128908
926	0.3613998991
927	0.3612713
928	0.3610626882
929	0.3609505083
930	0.3607644759
931	0.3606098071
932	0.3604613796
933	0.360289594
934	0.3601429006
935	0.3600373001
936	0.3598320676
937	0.3596543393
938	0.3594742981
939	0.3592962142
940	0.3590647726
941	0.3588932593
942	0.3587909852
943	0.3586261076
944	0.3584464752
945	0.3582194774
946	0.3582018011
947	0.3580332157
948	0.3579700289
949	0.3578068028
950	0.3577687575
951	0.3577089477
952	0.357517658
953	0.3573513075
954	0.3572420253
955	0.3571332255
956	0.3569889933
957	0.3568674935
958	0.356691239
959	0.3565352765
960	0.3564142602
961	0.3561916308
962	0.3560762279
963	0.3560134212
964	0.3558450652
965	0.3557032067
966	0.355563422
967	0.3553974516
968	0.3551623516
969	0.3550023762
970	0.354816166
971	0.3547074164
972	0.3545047997
973	0.354308252
974	0.354181496
975	0.35402759
976	0.3538773782
977	0.353683753
978	0.3535594112
979	0.3533739851
980	0.3532112923
981	0.3530336154
982	0.352878618
983	0.3527250682
984	0.3525661089
985	0.3524131934
986	0.3523128247
987	0.3520975881
988	0.3518985254
989	0.351775071
990	0.3516027782
991	0.3514216221
992	0.3512758945
993	0.3511037542
994	0.3510007456
995	0.3508469016
996	0.3507520942
997	0.3506545954
998	0.350473362
999	0.3503276344
