iter	Passed	Remaining
410	3833	5494
411	3841	5483
412	3848	5470
413	3855	5457
414	3866	5450
415	3874	5439
416	3881	5425
417	3887	5412
418	3896	5402
419	3906	5394
420	3913	5382
421	3920	5369
422	3931	5362
423	3940	5353
424	3947	5340
425	3955	5330
426	3965	5320
427	3975	5312
428	3982	5300
429	3989	5288
430	4002	5284
431	4010	5272
432	4017	5260
433	4024	5248
434	4039	5247
435	4047	5236
436	4062	5233
437	4069	5221
438	4077	5210
439	4086	5200
440	4095	5191
441	4103	5180
442	4112	5170
443	4123	5163
444	4129	5150
445	4140	5142
446	4146	5129
447	4156	5121
448	4164	5110
449	4172	5100
450	4179	5088
451	4189	5079
452	4198	5069
453	4207	5060
454	4217	5051
455	4223	5039
456	4233	5030
457	4240	5018
458	4251	5011
459	4263	5005
460	4270	4993
461	4279	4983
462	4289	4975
463	4300	4967
464	4308	4956
465	4316	4946
466	4324	4935
467	4334	4926
468	4341	4915
469	4348	4903
470	4356	4893
471	4363	4880
472	4370	4869
473	4377	4858
474	4385	4846
475	4395	4838
476	4405	4830
477	4412	4818
478	4422	4809
479	4428	4797
480	4435	4785
481	4444	4776
482	4454	4767
483	4461	4756
484	4471	4747
485	4478	4735
486	4489	4728
487	4499	4720
488	4506	4709
489	4513	4697
490	4522	4688
491	4531	4678
492	4539	4667
493	4546	4656
494	4554	4646
495	4563	4637
496	4573	4628
497	4581	4618
498	4590	4609
499	4600	4600
500	4609	4590
501	4618	4582
502	4625	4570
503	4636	4563
504	4647	4555
505	4654	4544
506	4661	4533
507	4670	4523
508	4677	4512
509	4685	4501
510	4692	4490
511	4701	4481
512	4712	4473
513	4720	4462
514	4728	4452
515	4736	4442
516	4744	4432
517	4751	4420
518	4758	4409
519	4767	4400
520	4774	4389
521	4781	4378
522	4789	4368
523	4799	4359
524	4808	4350
525	4815	4339
526	4821	4327
527	4831	4319
528	4843	4312
529	4851	4302
530	4862	4294
531	4869	4283
532	4879	4274
533	4886	4264
534	4895	4255
535	4903	4244
536	4910	4233
537	4917	4222
538	4927	4214
539	4937	4206
540	4944	4195
541	4953	4185
542	4961	4175
543	4969	4165
544	4977	4155
545	4985	4145
546	4992	4134
547	5007	4129
548	5019	4123
549	5030	4116
550	5040	4107
551	5056	4103
552	5074	4101
553	5082	4091
554	5092	4082
555	5100	4072
556	5108	4062
557	5118	4054
558	5129	4046
559	5138	4037
560	5146	4027
561	5154	4017
562	5165	4009
563	5175	4000
564	5186	3992
565	5194	3982
566	5203	3974
567	5212	3964
568	5221	3954
569	5229	3944
570	5236	3934
571	5246	3925
572	5257	3917
573	5267	3909
574	5278	3901
575	5289	3893
576	5303	3887
577	5312	3878
578	5323	3871
579	5337	3864
580	5353	3860
581	5373	3859
582	5391	3856
583	5421	3861
584	5430	3852
585	5439	3843
586	5452	3836
587	5468	3831
588	5480	3824
589	5489	3814
590	5504	3809
591	5516	3802
592	5528	3794
593	5542	3788
594	5559	3784
595	5580	3783
596	5593	3775
597	5604	3767
598	5617	3760
599	5649	3766
600	5661	3758
601	5680	3755
602	5694	3749
603	5707	3742
604	5715	3731
605	5724	3721
606	5733	3711
607	5746	3704
608	5755	3694
609	5767	3687
610	5778	3679
611	5787	3669
612	5795	3659
613	5807	3650
614	5814	3640
615	5825	3631
616	5833	3621
617	5842	3611
618	5851	3601
619	5862	3593
620	5871	3583
621	5878	3572
622	5889	3564
623	5897	3553
624	5905	3543
625	5912	3532
626	5921	3522
627	5928	3511
628	5936	3501
629	5943	3490
630	5954	3482
631	5961	3471
632	5973	3463
633	5984	3454
634	5992	3444
635	6004	3436
636	6011	3425
637	6020	3415
638	6028	3405
639	6034	3394
640	6044	3385
641	6056	3377
642	6064	3366
643	6070	3355
644	6082	3347
645	6090	3337
646	6097	3326
647	6104	3315
648	6113	3306
649	6121	3296
650	6128	3285
651	6137	3275
652	6146	3266
653	6157	3257
654	6164	3247
655	6174	3237
656	6180	3226
657	6190	3217
658	6198	3207
659	6207	3198
660	6214	3187
661	6223	3177
662	6230	3167
663	6240	3157
664	6254	3150
665	6261	3140
666	6272	3131
667	6279	3120
668	6289	3111
669	6296	3101
670	6305	3091
671	6311	3080
672	6322	3071
673	6336	3064
674	6344	3054
675	6355	3046
676	6365	3037
677	6372	3026
678	6381	3017
679	6388	3006
680	6398	2997
681	6406	2987
682	6415	2977
683	6422	2967
684	6431	2957
685	6441	2948
686	6451	2939
687	6457	2928
688	6468	2919
689	6479	2911
690	6486	2900
691	6495	2890
692	6502	2880
693	6510	2870
694	6519	2861
695	6533	2853
696	6543	2844
697	6552	2834
698	6561	2825
699	6571	2816
700	6581	2807
701	6587	2796
702	6598	2787
703	6606	2777
704	6615	2768
705	6622	2757
706	6630	2747
707	6639	2738
708	6649	2729
709	6663	2721
710	6672	2712
711	6679	2701
712	6687	2691
713	6696	2682
714	6704	2672
715	6712	2662
716	6719	2652
717	6731	2643
718	6742	2634
719	6750	2625
720	6760	2615
721	6766	2605
722	6779	2597
723	6790	2588
724	6797	2578
725	6806	2568
726	6815	2559
727	6825	2550
728	6834	2540
729	6841	2530
730	6848	2520
731	6857	2510
732	6865	2500
733	6872	2490
734	6878	2479
735	6888	2470
736	6894	2460
737	6906	2451
738	6919	2443
739	6926	2433
740	6936	2424
741	6944	2414
742	6953	2405
743	6959	2394
744	6972	2386
745	6985	2378
746	6992	2368
747	7004	2359
748	7021	2352
749	7038	2346
750	7046	2336
751	7057	2327
752	7071	2319
753	7083	2310
754	7092	2301
755	7100	2291
756	7109	2282
757	7122	2273
758	7135	2265
759	7148	2257
760	7159	2248
761	7166	2238
762	7173	2228
763	7182	2218
764	7193	2209
765	7200	2199
766	7210	2190
767	7218	2180
768	7245	2176
769	7252	2166
770	7264	2157
771	7275	2148
772	7282	2138
773	7291	2129
774	7297	2118
775	7305	2108
776	7314	2099
777	7324	2090
778	7331	2079
779	7348	2072
780	7361	2064
781	7374	2055
782	7380	2045
783	7391	2036
784	7398	2026
785	7411	2017
786	7420	2008
787	7440	2001
788	7449	1992
789	7471	1986
790	7478	1976
791	7512	1973
792	7540	1968
793	7548	1958
794	7558	1948
795	7570	1940
796	7588	1932
797	7606	1925
798	7612	1915
799	7620	1905
800	7629	1895
801	7638	1885
802	7647	1876
803	7656	1866
804	7663	1856
805	7670	1846
806	7677	1836
807	7687	1826
808	7699	1817
809	7707	1807
810	7717	1798
811	7725	1788
812	7734	1779
813	7741	1768
814	7753	1760
815	7762	1750
816	7770	1740
817	7778	1730
818	7786	1720
819	7795	1711
820	7805	1701
821	7815	1692
822	7823	1682
823	7832	1672
824	7838	1662
825	7849	1653
826	7856	1643
827	7865	1633
828	7873	1624
829	7883	1614
830	7890	1604
831	7899	1595
832	7906	1585
833	7918	1576
834	7927	1566
835	7934	1556
836	7950	1548
837	7965	1539
838	7977	1530
839	7987	1521
840	7998	1512
841	8008	1502
842	8015	1492
843	8025	1483
844	8034	1473
845	8041	1463
846	8050	1454
847	8057	1444
848	8068	1435
849	8077	1425
850	8088	1416
851	8096	1406
852	8110	1397
853	8120	1388
854	8128	1378
855	8137	1368
856	8145	1359
857	8155	1349
858	8162	1339
859	8171	1330
860	8178	1320
861	8188	1310
862	8195	1301
863	8204	1291
864	8210	1281
865	8220	1272
866	8229	1262
867	8236	1252
868	8243	1242
869	8252	1233
870	8260	1223
871	8269	1213
872	8276	1204
873	8286	1194
874	8293	1184
875	8303	1175
876	8311	1165
877	8320	1156
878	8330	1146
879	8337	1136
880	8347	1127
881	8354	1117
882	8363	1108
883	8372	1098
884	8382	1089
885	8389	1079
886	8404	1070
887	8413	1061
888	8420	1051
889	8429	1041
890	8437	1032
891	8446	1022
892	8453	1012
893	8463	1003
894	8471	993
895	8482	984
896	8495	975
897	8504	965
898	8513	956
899	8520	946
900	8535	937
901	8547	928
902	8557	919
903	8564	909
904	8575	900
905	8584	890
906	8597	881
907	8608	872
908	8615	862
909	8627	853
910	8634	843
911	8643	834
912	8651	824
913	8658	814
914	8666	805
915	8673	795
916	8680	785
917	8694	776
918	8705	767
919	8712	757
920	8722	748
921	8729	738
922	8739	729
923	8747	719
924	8756	709
925	8763	700
926	8772	690
927	8782	681
928	8789	671
929	8798	662
930	8805	652
931	8813	643
932	8823	633
933	8833	624
934	8840	614
935	8847	604
936	8860	595
937	8869	586
938	8876	576
939	8884	567
940	8899	557
941	8911	548
942	8924	539
943	8933	529
944	8941	520
945	8948	510
946	8957	501
947	8969	491
948	8979	482
949	8988	473
950	8998	463
951	9007	454
952	9019	444
953	9029	435
954	9035	425
955	9043	416
956	9049	406
957	9058	397
958	9066	387
959	9074	378
960	9082	368
961	9091	359
962	9101	349
963	9108	340
964	9117	330
965	9124	321
966	9133	311
967	9141	302
968	9150	292
969	9158	283
970	9165	273
971	9177	264
972	9185	254
973	9194	245
974	9205	236
975	9213	226
976	9221	217
977	9229	207
978	9236	198
979	9244	188
980	9254	179
981	9263	169
982	9271	160
983	9282	150
984	9290	141
985	9299	132
986	9306	122
987	9318	113
988	9327	103
989	9335	94
990	9344	84
991	9350	75
992	9357	65
993	9369	56
994	9380	47
995	9389	37
996	9402	28
997	9413	18
998	9420	9
999	9430	0
